Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/benchmarks/middleware.js use 11 2 20
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.094636313617
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.030835391954
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.011733337305
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.010294823907
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.655110359192
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js get 84 0 134
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.163619846106
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.042810771614
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.120064310730
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.008868517354
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000111911038
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.972851097584
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.956616878510
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.975008130074
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.591480314732
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.973823010921
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.912407577038
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.282843947411
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.045782450587
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.244493916631
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.424791485071
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.020292827860
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.009466302581
Total Relevent edge above 0.9 ===>  5/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js redirect 85 2 137
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.000108445718
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.000002973627
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.000058185076
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000000512602
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000000026898
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.001334977336
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.003568612970
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.002815742744
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.017550323159
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.001597995288
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.001189528615
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.000033162036
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.018584111705
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.670526981354
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.012712476775
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.000721976452
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.039424385875
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js get 88 0 138
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.627998232841
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.377442300320
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.684265553951
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.053476210684
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.002883529756
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.865397870541
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.939550757408
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.948413908482
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.816063582897
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.923742353916
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.979657351971
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.745861411095
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.239142611623
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.128796204925
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.750276505947
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.167407616973
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.057518698275
Total Relevent edge above 0.9 ===>  4/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js send 89 2 140
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.001417679247
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.000030237201
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.000474935106
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000005168533
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000000383882
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.012960244901
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.053663279861
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.035520516336
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.143646433949
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.018980648369
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.019115589559
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.000406074774
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.098355300725
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.796601355076
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.082909435034
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.002999673365
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.356823801994
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js get 92 0 142
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.178141504526
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.045072074980
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.124390430748
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.008738099597
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000149259460
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.965588033199
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.961549282074
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.975816190243
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.563277423382
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.974668502808
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.944293081760
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.291094958782
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.070907860994
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.237002208829
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.414342522621
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.022066395730
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.013265134767
Total Relevent edge above 0.9 ===>  5/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js destroy 95 2 144
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.252213746309
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.007304354571
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.061556335539
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000488459016
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000029999812
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.186886578798
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.590527236462
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.491764873266
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.937183976173
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.327843368053
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.639777600765
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.053689148277
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.807748913765
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.423375934362
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.914522349834
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.318578302860
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.547758221626
Total Relevent edge above 0.9 ===>  2/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js redirect 96 4 147
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.000425014819
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.000009138506
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.000276050501
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000001399568
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000000110488
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.001107991557
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.002244465984
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.002298251959
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.056956227869
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.001308960374
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.001727619790
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.000120475241
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.034777287394
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.249234944582
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.043437968940
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.008949408308
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.034350130707
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js get 100 0 148
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.187436997890
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.055506762117
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.138889372349
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.011463154107
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000165207151
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.958255052567
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.959806621075
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.976556420326
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.580312550068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.974224984646
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.942162215710
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.317968845367
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.059562493116
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.177501440048
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.435200214386
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.024587156251
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.010835035704
Total Relevent edge above 0.9 ===>  5/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js render 101 2 150
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.015662472695
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.000422258017
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.008085251786
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000053662945
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000003945507
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.025385905057
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.133168652654
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.087576657534
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.508891224861
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.049238596112
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.112739756703
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.006099680904
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.503943383694
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.586206853390
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.442021369934
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.056398876011
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.401367485523
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js post 104 0 152
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.379518002272
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.052791051567
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.221416860819
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.005180944223
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000333526696
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.854307472706
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.944344460964
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.948603212833
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.821401119232
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.920003652573
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.966182291508
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.337158650160
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.340838879347
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.327792793512
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.714346885681
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.096628658473
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.097817756236
Total Relevent edge above 0.9 ===>  4/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js next 106 20 161
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.013886587694
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.000317492464
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.008755347691
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000071565591
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000001632823
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.000591562595
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.000788454432
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.000866367656
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.228448346257
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.000575162936
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.000836054853
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.008960789070
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.039051301777
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.044756535441
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.301283538342
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.246555089951
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.066395461559
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js regenerate 110 6 163
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.012331510894
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.000322129548
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.004339239094
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000021645854
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000021523789
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.000699064287
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.003919361159
