Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js index 135 21 261
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 14 11 3015 =======> 0.506501674652
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 34 13 3036 =======> 0.322872847319
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 44 10 3048 =======> 0.341680884361
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 50 26 3060 =======> 0.000034330147
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 54 25 3063 =======> 0.000105420724
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/rule.js nan 7 13 3082 =======> 0.984555304050
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/rule.js nan 13 15 3093 =======> 0.586446166039
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/rule.js nan 17 15 3099 =======> 0.140959754586
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/tokenize.js tokenizer 28 17 3655 =======> 0.415679186583
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/tokenize.js position 40 2 3690 =======> 0.934089779854
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/tokenize.js unclosed 44 2 3693 =======> 0.052759923041
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/tokenize.js endOfFile 48 2 3699 =======> 0.966294765472
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/tokenize.js nextToken 52 2 3702 =======> 0.975298285484
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/tokenize.js back 256 2 3827 =======> 0.199165686965
Total edge above 0.9 ===>  2


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js Processor 53 33 2550
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/at-rule.js nan 6 13 10 =======> 0.011084012687
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/at-rule.js nan 11 8 17 =======> 0.000736256246
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/at-rule.js nan 16 9 31 =======> 0.002279242501
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/comment.js nan 6 13 55 =======> 0.120541244745
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js cleanSource 10 0 84 =======> 0.107225894928
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 11 19 90 =======> 0.078397370875
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js markDirtyUp 18 0 97 =======> 0.062126040459
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 28 8 110 =======> 0.000046577865
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 39 11 129 =======> 0.006879847031
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 46 6 139 =======> 0.002138797427
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 63 7 162 =======> 0.006249379367
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 67 13 167 =======> 0.022269126028
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 78 19 178 =======> 0.000017253706
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 80 9 182 =======> 0.003248011461
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 89 17 194 =======> 0.011528003030
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 91 26 201 =======> 0.005858402699
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 93 25 205 =======> 0.002540423535
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 101 17 212 =======> 0.002692253096
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 102 30 216 =======> 0.001275964663
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 107 17 224 =======> 0.000141403129
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 109 32 231 =======> 0.034264225513
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 117 9 238 =======> 0.016729040071
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 128 7 246 =======> 0.243539556861
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 134 13 256 =======> 0.003316945396
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 153 14 280 =======> 0.003536632052
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 173 11 300 =======> 0.010260841809
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 205 30 355 =======> 0.078001812100
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 223 9 376 =======> 0.001366939046
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 238 6 394 =======> 0.024942087010
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 244 11 399 =======> 0.000137798299
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 253 13 406 =======> 0.044709935784
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 271 15 417 =======> 0.005298812408
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 277 19 425 =======> 0.021641138941
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 289 6 443 =======> 0.004943665583
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 293 6 448 =======> 0.000896443787
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 294 21 451 =======> 0.000760041701
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 309 13 465 =======> 0.000230019752
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 312 23 470 =======> 0.000145234982
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 319 23 478 =======> 0.000107138694
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 325 21 486 =======> 0.000212035520
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 332 14 492 =======> 0.000162505516
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 333 21 495 =======> 0.000150148902
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 340 11 500 =======> 0.000224505813
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 343 23 505 =======> 0.000144380698
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 350 23 512 =======> 0.000102495927
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 356 21 519 =======> 0.000159475821
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 363 11 525 =======> 0.000165804799
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 367 23 530 =======> 0.000144308986
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 374 23 537 =======> 0.000103731181
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 380 21 544 =======> 0.000179021648
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 387 11 549 =======> 0.000107940810
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 392 10 555 =======> 0.000150885331
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 398 26 561 =======> 0.012256026268
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 402 25 564 =======> 0.014985805377
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 406 27 566 =======> 0.009669942781
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 410 25 568 =======> 0.009158832952
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 418 20 572 =======> 0.011681779288
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 434 23 589 =======> 0.004173322581
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/css-syntax-error.js nan 8 13 605 =======> 0.003352483036
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/css-syntax-error.js nan 41 12 632 =======> 0.003979071043
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/css-syntax-error.js nan 50 16 639 =======> 0.009327912703
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/css-syntax-error.js nan 68 13 680 =======> 0.731347739697
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/css-syntax-error.js nan 69 14 684 =======> 0.828061938286
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/css-syntax-error.js nan 71 21 686 =======> 0.732620477676
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/css-syntax-error.js nan 76 11 694 =======> 0.135018542409
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/css-syntax-error.js nan 90 10 719 =======> 0.000163867488
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/list.js nan 4 7 733 =======> 0.169607251883
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/list.js nan 8 7 740 =======> 0.087425276637
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/list.js nan 13 7 746 =======> 0.063026577234
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js cloneNode 8 0 1418 =======> 0.234036356211
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 25 28 1453 =======> 0.190227001905
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 36 13 1463 =======> 0.021581994370
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 57 12 1487 =======> 0.016249310225
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 69 7 1512 =======> 0.017483122647
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 74 8 1519 =======> 0.012960061431
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 81 8 1528 =======> 0.035675160587
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 86 11 1534 =======> 0.005058872513
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 92 7 1543 =======> 0.255017787218
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 100 12 1553 =======> 0.052426520735
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 106 13 1562 =======> 0.084327213466
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 112 7 1570 =======> 0.002228035592
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 125 19 1589 =======> 0.000101988262
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 127 9 1593 =======> 0.002382858424
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 131 17 1599 =======> 0.000115108196
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 137 9 1606 =======> 0.010586448945
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 156 11 1614 =======> 0.001423981972
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 166 6 1620 =======> 0.000536503154
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 172 12 1631 =======> 0.003196016187
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 184 16 1650 =======> 0.465105950832
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 201 6 1664 =======> 0.000216488726
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 207 9 1672 =======> 0.064861632884
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 261 5 1706 =======> 0.002359858248
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 266 8 1715 =======> 0.000482742704
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 274 13 1722 =======> 0.000922608131
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 297 6 1740 =======> 0.000028457329
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 305 8 1747 =======> 0.002279101638
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 320 32 1771 =======> 0.058529198170
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 347 44 1794 =======> 0.319545656443
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 353 9 1798 =======> 0.000133125184
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 360 10 1807 =======> 0.002441880992
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 363 22 1813 =======> 0.004696617369
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 369 6 1817 =======> 0.087324827909
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 375 13 1828 =======> 0.000004389745
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/parse.js parse 7 0 1844 =======> 0.188904628158
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js postcss 22 0 2511 =======> 0.010072817095
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js plugin 29 17 2523 =======> 0.000385621650
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js creator 31 2 2528 =======> 0.073861293495
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js nan 59 7 2560 =======> 0.001878826879
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js nan 65 20 2565 =======> 0.001289976877
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js nan 77 18 2576 =======> 0.001939597307
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js nan 78 17 2580 =======> 0.005190431606
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js nan 79 15 2583 =======> 0.005394288339
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js nan 80 15 2586 =======> 0.004067449830
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js nan 81 15 2589 =======> 0.001489487593
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/postcss.js nan 82 19 2592 =======> 0.000930280192
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js nan 9 13 2854 =======> 0.528030395508
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js nan 14 11 2862 =======> 0.032798897475
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js nan 44 9 2903 =======> 0.004831530619
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js nan 57 5 2922 =======> 0.068479478359
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/result.js nan 6 13 2944 =======> 0.033687148243
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/result.js nan 15 10 2955 =======> 0.000038263508
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/result.js nan 19 6 2959 =======> 0.010043499060
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/result.js nan 32 10 2977 =======> 0.000064805499
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/result.js nan 33 32 2981 =======> 0.147063866258
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/result.js nan 36 13 2986 =======> 0.000041687006
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 8 13 3004 =======> 0.008821671829
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 14 11 3015 =======> 0.027688210830
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 34 13 3036 =======> 0.013904162683
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 44 10 3048 =======> 0.012178657576
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 50 26 3060 =======> 0.000635650591
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 54 25 3063 =======> 0.006998086814
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/rule.js nan 7 13 3082 =======> 0.003229106311
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/rule.js nan 13 15 3093 =======> 0.000105946470
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/rule.js nan 17 15 3099 =======> 0.082828268409
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringify.js stringify 5 0 3490 =======> 0.182079389691
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/warning.js nan 4 13 3855 =======> 0.046937819570
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/warning.js nan 19 10 3879 =======> 0.000233060739
Total edge above 0.9 ===>  2


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js isMap 112 17 2797
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js fromBase64 7 0 2616 =======> 0.050523284823
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 17 13 2635 =======> 0.878812432289
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 31 10 2664 =======> 0.931267678738
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 38 14 2672 =======> 0.771817803383
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 56 18 2708 =======> 0.912198722363
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 60 7 2717 =======> 0.769237279892
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 69 16 2731 =======> 0.748480498791
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 83 10 2756 =======> 0.877906560898
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 91 9 2766 =======> 0.804670691490
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 128 11 2816 =======> 0.735232949257
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/previous-map.js nan 133 13 2825 =======> 0.032289337367
Total edge above 0.9 ===>  2


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js normalize 11 19 2859
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 10 13 1264 =======> 0.891497969627
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 26 9 1289 =======> 0.538430750370
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 43 7 1307 =======> 0.782525599003
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 48 7 1319 =======> 0.128018632531
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 52 9 1326 =======> 0.133387520909
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 56 6 1334 =======> 0.015631780028
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 61 6 1339 =======> 0.081501729786
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 75 10 1352 =======> 0.035189490765
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 79 10 1356 =======> 0.002956998767
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 83 13 1361 =======> 0.010588621721
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 87 9 1364 =======> 0.017813296989
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 91 9 1367 =======> 0.058758080006
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 95 14 1371 =======> 0.005229176022
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 99 10 1375 =======> 0.094721302390
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 103 15 1378 =======> 0.017962086946
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 107 10 1381 =======> 0.051744893193
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/no-work-result.js nan 129 26 1397 =======> 0.009063409641
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js nan 9 13 2854 =======> 0.950037837029
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js nan 14 11 2862 =======> 0.925415694714
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js nan 44 9 2903 =======> 0.678239285946
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/processor.js nan 57 5 2922 =======> 0.926500320435
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 8 13 3004 =======> 0.768383860588
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 14 11 3015 =======> 0.920089602470
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 34 13 3036 =======> 0.863555669785
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 44 10 3048 =======> 0.858220517635
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 50 26 3060 =======> 0.003675439628
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/root.js nan 54 25 3063 =======> 0.019185004756
Total edge above 0.9 ===>  2


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js raw 81 14 3216
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js capitalize 18 0 3133 =======> 0.000435653608
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 23 13 3146 =======> 0.107039332390
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 27 8 3150 =======> 0.042020928115
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 45 13 3175 =======> 0.075488097966
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 74 7 3207 =======> 0.220979914069
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 90 6 3222 =======> 0.390653461218
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 106 9 3245 =======> 0.053689777851
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 112 6 3256 =======> 0.088584125042
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 124 10 3269 =======> 0.220016464591
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 128 5 3272 =======> 0.948311269283
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 169 18 3312 =======> 0.065847441554
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 182 16 3321 =======> 0.316152185202
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 184 14 3324 =======> 0.408718526363
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 199 18 3338 =======> 0.041101861745
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 201 22 3342 =======> 0.213040381670
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 218 15 3357 =======> 0.036824893206
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 220 19 3361 =======> 0.186616837978
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 237 15 3376 =======> 0.254608690739
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 239 14 3379 =======> 0.433729052544
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/stringifier.js nan 248 15 3387 =======> 0.305884450674
