Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/loader.test.js getWarnings 141 11 1566
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 157 65 2030 =======> 0.002146581421
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 174 79 2051 =======> 0.001935223350
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 190 84 2073 =======> 0.002005448099
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 206 79 2094 =======> 0.001998470398
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 221 67 2115 =======> 0.002150036395
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 237 80 2136 =======> 0.001774474862
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 250 70 2151 =======> 0.002118384931
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 265 70 2170 =======> 0.002146642888
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 281 72 2190 =======> 0.003163083456
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 300 90 2215 =======> 0.001770700794
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 312 65 2230 =======> 0.002146888990
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 327 65 2249 =======> 0.002150435466
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 344 76 2269 =======> 0.001784941764
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 354 33 2284 =======> 0.000008760579
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 362 65 2290 =======> 0.002149838023
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 375 10 2299 =======> 0.000000005100
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 376 27 2303 =======> 0.000000004788
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 388 21 2309 =======> 0.000000006782
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 389 29 2311 =======> 0.000000004916
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 413 66 2335 =======> 0.002118297387
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 433 71 2360 =======> 0.002146691782
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 448 72 2380 =======> 0.002146699931
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 463 118 2400 =======> 0.002146665240
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 479 119 2423 =======> 0.002146651968
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 497 92 2444 =======> 0.002146685729
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 516 106 2464 =======> 0.002146814484
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 534 107 2488 =======> 0.002120613819
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 553 119 2510 =======> 0.002146646846
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 569 120 2533 =======> 0.002146703890
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 587 81 2555 =======> 0.001770584611
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 599 104 2571 =======> 0.001770598697
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 612 90 2588 =======> 0.002150395419
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 628 87 2609 =======> 0.002146454761
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 650 65 2632 =======> 0.002146843821
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 665 64 2651 =======> 0.002146856394
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 680 82 2670 =======> 0.002149638487
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 698 77 2690 =======> 0.002146862447
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 713 118 2709 =======> 0.002146873623
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 728 80 2728 =======> 0.002146787709
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 743 62 2748 =======> 0.002118359786
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 759 90 2768 =======> 0.002146660117
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 777 80 2788 =======> 0.001774429111
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 792 77 2804 =======> 0.001773967291
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 807 82 2820 =======> 0.002000788460
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 821 46 2834 =======> 0.000075525197
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 834 58 2857 =======> 0.002118206583
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 851 53 2877 =======> 0.003138487227
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js getErrors 86 11 1934
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 14 36 1806 =======> 0.000309327967
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 15 80 1809 =======> 0.002159453230
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 28 73 1835 =======> 0.003939153161
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 40 46 1862 =======> 0.000002330892
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 51 73 1882 =======> 0.003961461131
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 63 46 1897 =======> 0.000002330947
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 74 75 1914 =======> 0.001959310379
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 89 37 1936 =======> 0.002156733302
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 91 22 1940 =======> 0.000000109931
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 107 85 1962 =======> 0.002156731207
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 109 22 1966 =======> 0.000000109872
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 124 86 1986 =======> 0.002156708622
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 126 22 1990 =======> 0.000000109960
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 142 65 2010 =======> 0.002161070239
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 157 65 2030 =======> 0.002157215727
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 174 79 2051 =======> 0.001946981414
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 190 84 2073 =======> 0.002017629799
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 206 79 2094 =======> 0.002010609955
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 221 67 2115 =======> 0.002160689794
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 237 80 2136 =======> 0.001783270622
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 250 70 2151 =======> 0.002128878841
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 265 70 2170 =======> 0.002157278359
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 281 72 2190 =======> 0.003165997099
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 300 90 2215 =======> 0.001779479673
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 312 65 2230 =======> 0.002157525625
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 327 65 2249 =======> 0.002161089797
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 344 76 2269 =======> 0.001793788513
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 354 33 2284 =======> 0.000008654537
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 362 65 2290 =======> 0.002160486300
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 375 10 2299 =======> 0.000000005065
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 376 27 2303 =======> 0.000000004755
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 388 21 2309 =======> 0.000000006736
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 389 29 2311 =======> 0.000000004882
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 413 66 2335 =======> 0.002128791530
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 433 71 2360 =======> 0.002157328650
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 448 72 2380 =======> 0.002157335635
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 463 118 2400 =======> 0.002157301875
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 479 119 2423 =======> 0.002157287439
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 497 92 2444 =======> 0.002157322364
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 516 106 2464 =======> 0.002157447627
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 534 107 2488 =======> 0.002131121699
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 553 119 2510 =======> 0.002157280222
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 569 120 2533 =======> 0.002157338895
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 587 81 2555 =======> 0.001779361977
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 599 104 2571 =======> 0.001779373735
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 612 90 2588 =======> 0.002161048586
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 628 87 2609 =======> 0.002157089300
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 650 65 2632 =======> 0.002157478360
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 665 64 2651 =======> 0.002157492796
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 680 82 2670 =======> 0.002160287928
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 698 77 2690 =======> 0.002157499082
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 713 118 2709 =======> 0.002157510258
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 728 80 2728 =======> 0.002157422947
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 743 62 2748 =======> 0.002128855325
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 759 90 2768 =======> 0.002157295821
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 777 80 2788 =======> 0.001783222309
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 792 77 2804 =======> 0.001782759675
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 807 82 2820 =======> 0.001995892962
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 821 46 2834 =======> 0.000074560710
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 834 58 2857 =======> 0.002128700493
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 851 53 2877 =======> 0.003141378285
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js compile 148 24 2018
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 14 36 1806 =======> 0.021409114823
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 15 80 1809 =======> 0.011705899611
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 28 73 1835 =======> 0.016265379265
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 40 46 1862 =======> 0.000036437548
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 51 73 1882 =======> 0.016677821055
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 63 46 1897 =======> 0.000036438207
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 74 75 1914 =======> 0.008168393746
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 89 37 1936 =======> 0.011693080887
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 91 22 1940 =======> 0.000005231044
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 107 85 1962 =======> 0.011693334207
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 109 22 1966 =======> 0.000005227977
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 124 86 1986 =======> 0.011692993343
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 126 22 1990 =======> 0.000005232561
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 142 65 2010 =======> 0.011694507673
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 157 65 2030 =======> 0.011683766730
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 174 79 2051 =======> 0.008102968335
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 190 84 2073 =======> 0.008536332287
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 206 79 2094 =======> 0.008493889123
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 221 67 2115 =======> 0.011695401743
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 237 80 2136 =======> 0.010701382533
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 250 70 2151 =======> 0.011378346942
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 265 70 2170 =======> 0.011684729718
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 281 72 2190 =======> 0.035617597401
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 300 90 2215 =======> 0.010690211318
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 312 65 2230 =======> 0.011683942750
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 327 65 2249 =======> 0.011695280671
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 344 76 2269 =======> 0.010650802404
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 354 33 2284 =======> 0.000022110080
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 362 65 2290 =======> 0.011694844812
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 375 10 2299 =======> 0.000000099548
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 376 27 2303 =======> 0.000000119379
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 388 21 2309 =======> 0.000000131875
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 389 29 2311 =======> 0.000000122094
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 413 66 2335 =======> 0.011379564181
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 433 71 2360 =======> 0.011683612131
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 448 72 2380 =======> 0.011684169061
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 463 118 2400 =======> 0.011684318073
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 479 119 2423 =======> 0.011684454978
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 497 92 2444 =======> 0.011684207246
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 516 106 2464 =======> 0.011686585844
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 534 107 2488 =======> 0.011404390447
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 553 119 2510 =======> 0.011684983037
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 569 120 2533 =======> 0.011685281061
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 587 81 2555 =======> 0.010689178482
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 599 104 2571 =======> 0.010689611547
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 612 90 2588 =======> 0.011695109308
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 628 87 2609 =======> 0.011683651246
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 650 65 2632 =======> 0.011684504338
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 665 64 2651 =======> 0.011684542522
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 680 82 2670 =======> 0.011703715660
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 698 77 2690 =======> 0.011684592813
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 713 118 2709 =======> 0.011684570462
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 728 80 2728 =======> 0.011684443802
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 743 62 2748 =======> 0.011378073134
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 759 90 2768 =======> 0.011683848687
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 777 80 2788 =======> 0.010701923631
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 792 77 2804 =======> 0.010712904856
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 807 82 2820 =======> 0.006858221721
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 821 46 2834 =======> 0.000111859401
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 834 58 2857 =======> 0.011377252638
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 851 53 2877 =======> 0.030745267868
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js getCodeFromBundle 182 27 2063
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 14 36 1806 =======> 0.000185844561
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 15 80 1809 =======> 0.000264392846
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 28 73 1835 =======> 0.000751919113
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 40 46 1862 =======> 0.000077078163
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 51 73 1882 =======> 0.000768512255
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 63 46 1897 =======> 0.000077079996
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 74 75 1914 =======> 0.000204945740
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 89 37 1936 =======> 0.000263869792
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 91 22 1940 =======> 0.000001330168
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 107 85 1962 =======> 0.000263874070
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 109 22 1966 =======> 0.000001329349
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 124 86 1986 =======> 0.000263866765
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 126 22 1990 =======> 0.000001330574
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 142 65 2010 =======> 0.000264228293
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 157 65 2030 =======> 0.000263872818
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 174 79 2051 =======> 0.000198765192
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 190 84 2073 =======> 0.000210049446
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss-loader/test/postcssOptions.test.js nan 206 79 2094 =======> 0.000209087928
