Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js parseOptions 94 14 168
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 178 6 1153 =======> 0.976563692093
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.994126319885
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.994438409805
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/parse-options.js nan 4 21 2016 =======> 0.774584949017
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.049979642034
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.916187405586
Total edge above 0.9 ===>  3


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js debug 92 4 1068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 8 14 955 =======> 0.975169181824
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 64 44 1029 =======> 0.016692575067
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 79 9 1047 =======> 0.517723858356
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 87 11 1062 =======> 0.327823817730
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 91 10 1066 =======> 0.821329355240
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 107 14 1083 =======> 0.693771779537
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 119 13 1092 =======> 0.903967320919
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 152 15 1130 =======> 0.610976159573
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 178 6 1153 =======> 0.992898821831
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.993680000305
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.993536651134
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/identifiers.js nan 2 27 1973 =======> 0.940868437290
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/identifiers.js nan 18 28 1997 =======> 0.798512518406
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/parse-options.js nan 4 21 2016 =======> 0.294499248266
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.025339046493
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.729619145393
Total edge above 0.9 ===>  4


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js SemVer 97 14 1074
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 8 14 955 =======> 0.917898952961
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 64 44 1029 =======> 0.073243610561
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 79 9 1047 =======> 0.568869531155
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 87 11 1062 =======> 0.293588370085
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 91 10 1066 =======> 0.306735694408
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 107 14 1083 =======> 0.284444212914
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 119 13 1092 =======> 0.669758141041
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 152 15 1130 =======> 0.158638462424
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 178 6 1153 =======> 0.988565862179
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.971871316433
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.979837596416
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/identifiers.js nan 2 27 1973 =======> 0.975411951542
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/identifiers.js nan 18 28 1997 =======> 0.887243688107
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/parse-options.js nan 4 21 2016 =======> 0.419650673866
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.075444526970
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.719425499439
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js compareIdentifiers 171 15 1149
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 8 14 955 =======> 0.387440621853
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 64 44 1029 =======> 0.100962691009
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 79 9 1047 =======> 0.858662605286
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 87 11 1062 =======> 0.528414547443
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 91 10 1066 =======> 0.027450328693
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 107 14 1083 =======> 0.026450248435
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 119 13 1092 =======> 0.100117564201
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 152 15 1130 =======> 0.011200547218
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 178 6 1153 =======> 0.947223544121
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.720765650272
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.787817299366
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/identifiers.js nan 2 27 1973 =======> 0.770176589489
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/identifiers.js nan 18 28 1997 =======> 0.399908393621
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/parse-options.js nan 4 21 2016 =======> 0.057018943131
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.032244272530
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.242362692952
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/cmp.js gt 37 13 1316
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/cmp.js nan 8 12 1287 =======> 0.939183354378
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/eq.js nan 2 11 1520 =======> 0.402726680040
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/gt.js nan 2 11 1534 =======> 0.953303754330
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/gte.js nan 2 12 1548 =======> 0.738475263119
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/lt.js nan 2 11 1588 =======> 0.704632163048
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/lte.js nan 2 12 1602 =======> 0.648758053780
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/neq.js nan 2 12 1642 =======> 0.387163877487
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/compare-build.js SemVer 3 19 1408
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 8 14 955 =======> 0.996685922146
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 64 44 1029 =======> 0.045000988990
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 79 9 1047 =======> 0.151572182775
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 87 11 1062 =======> 0.278805822134
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 91 10 1066 =======> 0.990445852280
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 107 14 1083 =======> 0.995393991470
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 119 13 1092 =======> 0.995774328709
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 152 15 1130 =======> 0.988729000092
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 178 6 1153 =======> 0.927712261677
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/compare-build.js nan 2 21 1402 =======> 0.986538648605
Total edge above 0.9 ===>  6


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/diff.js parse 4 13 1459
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/diff.js nan 3 13 1454 =======> 0.971598863602
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/parse.js nan 2 14 1656 =======> 0.996295034885
Total edge above 0.9 ===>  7


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/sort.js compareBuild 2 50 1772
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/compare-build.js nan 2 21 1402 =======> 0.988786756992
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/sort.js nan 2 13 1765 =======> 0.839450001717
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/sort.js nan 2 40 1769 =======> 0.961302280426
Total edge above 0.9 ===>  8


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js debug 42 2 2104
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.996465802193
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.996151089668
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.532374083996
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.953547358513
Total edge above 0.9 ===>  9


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js createToken 56 0 2112
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.856803476810
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.630648910999
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.016122067347
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.964455902576
Total edge above 0.9 ===>  10


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js createToken 115 0 2172
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.816543757915
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.597813844681
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.088080540299
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.990302860737
Total edge above 0.9 ===>  11


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js createToken 138 0 2208
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.868868649006
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.709389805794
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.289333134890
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.988500595093
Total edge above 0.9 ===>  12


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js createToken 190 0 2314
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 6 4 1958 =======> 0.933857977390
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/debug.js nan 7 4 1965 =======> 0.841596722603
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 30 22 2065 =======> 0.188419744372
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/internal/re.js nan 39 20 2095 =======> 0.994098544121
Total edge above 0.9 ===>  13


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/intersects.js Range 3 7 2383
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 3 14 236 =======> 0.998354554176
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 41 11 276 =======> 0.106183931231
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 45 14 282 =======> 0.005585741252
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 55 33 297 =======> 0.003224914428
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 72 9 313 =======> 0.041062030941
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 74 11 317 =======> 0.099273137748
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 80 11 324 =======> 0.485245168209
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 84 13 327 =======> 0.932470381260
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 119 11 374 =======> 0.048690661788
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 123 11 378 =======> 0.055184017867
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 127 35 383 =======> 0.098440371454
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 138 38 399 =======> 0.312526553869
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 154 13 424 =======> 0.992257893085
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 159 25 432 =======> 0.093320392072
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 162 23 438 =======> 0.126060947776
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 165 34 444 =======> 0.038777105510
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 166 44 448 =======> 0.030867837369
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 177 7 454 =======> 0.985085487366
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 217 18 502 =======> 0.006380767561
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 218 14 504 =======> 0.004968660418
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 222 22 506 =======> 0.686763405800
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 228 40 518 =======> 0.064870394766
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 241 24 525 =======> 0.959996759892
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 254 12 542 =======> 0.588984549046
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 263 22 548 =======> 0.063784264028
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 267 9 554 =======> 0.118949256837
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 271 21 558 =======> 0.148538962007
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 273 25 565 =======> 0.340208381414
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 307 22 614 =======> 0.069383412600
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 311 9 620 =======> 0.068378046155
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 315 21 624 =======> 0.408618360758
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 319 25 635 =======> 0.337399423122
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 368 23 729 =======> 0.556322932243
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 372 9 735 =======> 0.085070014000
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 376 22 739 =======> 0.311288952827
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 379 25 747 =======> 0.023347528651
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 453 21 801 =======> 0.602655887604
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 461 20 808 =======> 0.579855561256
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 22 817 =======> 0.014498856850
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 31 819 =======> 0.000158681607
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 505 16 898 =======> 0.029291743413
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/intersects.js nan 2 19 2379 =======> 0.996888339520
Total edge above 0.9 ===>  14


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/min-version.js SemVer 8 15 2503
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 3 14 236 =======> 0.951814830303
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 41 11 276 =======> 0.275300085545
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 45 14 282 =======> 0.077300354838
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 55 33 297 =======> 0.042963825166
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 72 9 313 =======> 0.123017795384
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 74 11 317 =======> 0.227522179484
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 80 11 324 =======> 0.368000924587
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 84 13 327 =======> 0.947112023830
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 119 11 374 =======> 0.069541528821
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 123 11 378 =======> 0.120647042990
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 127 35 383 =======> 0.574184715748
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 138 38 399 =======> 0.342840671539
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 154 13 424 =======> 0.895091116428
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 159 25 432 =======> 0.060230188072
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 162 23 438 =======> 0.029111262411
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 165 34 444 =======> 0.065629161894
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 166 44 448 =======> 0.043535843492
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 177 7 454 =======> 0.961833178997
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 217 18 502 =======> 0.057376544923
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 218 14 504 =======> 0.063818983734
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 222 22 506 =======> 0.822124302387
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 228 40 518 =======> 0.018536251038
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 241 24 525 =======> 0.963387727737
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 254 12 542 =======> 0.724853515625
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 263 22 548 =======> 0.407117128372
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 267 9 554 =======> 0.442301273346
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 271 21 558 =======> 0.582655847073
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 273 25 565 =======> 0.355260550976
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 307 22 614 =======> 0.463659316301
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 311 9 620 =======> 0.281587630510
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 315 21 624 =======> 0.853026390076
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 319 25 635 =======> 0.348379731178
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 368 23 729 =======> 0.801530241966
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 372 9 735 =======> 0.316565692425
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 376 22 739 =======> 0.826909005642
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 379 25 747 =======> 0.061617664993
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 453 21 801 =======> 0.822760522366
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 461 20 808 =======> 0.811127722263
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 22 817 =======> 0.060983505100
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 31 819 =======> 0.000951250491
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 505 16 898 =======> 0.133241146803
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 8 14 955 =======> 0.962017536163
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 64 44 1029 =======> 0.015251665376
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 79 9 1047 =======> 0.010972506367
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 87 11 1062 =======> 0.009618791752
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 91 10 1066 =======> 0.522184729576
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 107 14 1083 =======> 0.714890241623
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 119 13 1092 =======> 0.826564073563
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 152 15 1130 =======> 0.459562420845
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/semver.js nan 178 6 1153 =======> 0.547611653805
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/gt.js nan 2 11 1534 =======> 0.899075210094
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/min-version.js nan 5 19 2497 =======> 0.787569999695
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/min-version.js nan 23 24 2524 =======> 0.067767031491
Total edge above 0.9 ===>  15


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/min-version.js test 9 6 2505
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 3 14 236 =======> 0.994269847870
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 41 11 276 =======> 0.345120221376
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 45 14 282 =======> 0.118617609143
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 55 33 297 =======> 0.102725572884
