Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 23 98 320
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js testPackage 13 17 8225 =======> 0.216698169708
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 18 21 8236 =======> 0.000321273546
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 22 29 8246 =======> 0.000503126648
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 26 34 8252 =======> 0.002426040359
Total edge above 0.9 ===>  3


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js processorFactory 15 22 1711
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.js computeSearchTitleProcessor 1 17 1643 =======> 0.817959487438
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.js nan 5 12 1652 =======> 0.000002705426
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.js nan 6 19 1656 =======> 0.000001985106
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 5 41 1686 =======> 0.000000216729
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 7 44 1689 =======> 0.000025732823
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 14 47 1709 =======> 0.000009690809
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 19 48 1718 =======> 0.000009674363
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 24 51 1726 =======> 0.000787488825
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js testPackage 13 17 8225 =======> 0.940492570400
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 18 21 8236 =======> 0.061617787927
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 22 29 8246 =======> 0.055068213493
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 26 34 8252 =======> 0.069450825453
Total edge above 0.9 ===>  3


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js $process 40 4 1751
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.js computeSearchTitleProcessor 1 17 1643 =======> 0.026901880279
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.js nan 5 12 1652 =======> 0.000354501215
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.js nan 6 19 1656 =======> 0.000058439931
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 5 41 1686 =======> 0.000000000944
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 7 44 1689 =======> 0.000000051877
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 14 47 1709 =======> 0.000000027659
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 19 48 1718 =======> 0.000000027632
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeSearchTitle.spec.js nan 24 51 1726 =======> 0.000001237520
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js testPackage 13 17 8225 =======> 0.083674497902
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 18 21 8236 =======> 0.000105714062
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 22 29 8246 =======> 0.000165130623
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 26 34 8252 =======> 0.000797276793
Total edge above 0.9 ===>  3


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getStability 43 15 2440
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js generateApiListDoc 1 17 2367 =======> 0.000000080880
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 8 14 2381 =======> 0.001385008916
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 15 18 2394 =======> 0.000565291848
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getModuleInfo 22 0 2398 =======> 0.000000119924
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 29 14 2416 =======> 0.001012785826
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 31 14 2421 =======> 0.000357581332
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 33 12 2426 =======> 0.000001632788
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getExportInfo 37 0 2432 =======> 0.000000011800
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getDocType 48 0 2446 =======> 0.000001605626
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getStability 57 0 2457 =======> 0.000000101788
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 58 34 2461 =======> 0.487575173378
Total edge above 0.9 ===>  3


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js $process 45 4 2549
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js generateApiListDoc 1 17 2367 =======> 0.030127782375
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 8 14 2381 =======> 0.971402883530
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 15 18 2394 =======> 0.000037321886
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getModuleInfo 22 0 2398 =======> 0.000091199399
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 29 14 2416 =======> 0.000103935155
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 31 14 2421 =======> 0.000115582363
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 33 12 2426 =======> 0.000263256137
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getExportInfo 37 0 2432 =======> 0.000010678021
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getDocType 48 0 2446 =======> 0.000067296780
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getStability 57 0 2457 =======> 0.000021682465
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 58 34 2461 =======> 0.000014058922
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 5 41 2478 =======> 0.000000000222
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 7 44 2481 =======> 0.000000006302
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 14 47 2501 =======> 0.000000003550
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 19 48 2510 =======> 0.000000003562
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 24 41 2518 =======> 0.000000024767
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 38 65 2536 =======> 0.000000061491
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 53 57 2563 =======> 0.000000064088
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 86 51 2600 =======> 0.000000060167
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 101 59 2618 =======> 0.000000060212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 116 58 2634 =======> 0.000000062733
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 131 68 2651 =======> 0.000000064429
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 150 55 2675 =======> 0.000000064467
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 169 40 2695 =======> 0.000000080827
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js testPackage 13 17 8225 =======> 0.010681727901
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 18 21 8236 =======> 0.000013383793
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 22 29 8246 =======> 0.000018025914
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 26 34 8252 =======> 0.000073788804
Total edge above 0.9 ===>  3


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js $process 109 4 2627
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js generateApiListDoc 1 17 2367 =======> 0.030306085944
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 8 14 2381 =======> 0.971447229385
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 15 18 2394 =======> 0.000037455808
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getModuleInfo 22 0 2398 =======> 0.000091657210
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 29 14 2416 =======> 0.000104372251
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 31 14 2421 =======> 0.000115993760
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 33 12 2426 =======> 0.000264789909
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getExportInfo 37 0 2432 =======> 0.000010734339
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getDocType 48 0 2446 =======> 0.000067680223
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js getStability 57 0 2457 =======> 0.000021801770
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.js nan 58 34 2461 =======> 0.000014077007
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 5 41 2478 =======> 0.000000000223
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 7 44 2481 =======> 0.000000006325
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 14 47 2501 =======> 0.000000003563
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 19 48 2510 =======> 0.000000003575
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 24 41 2518 =======> 0.000000024868
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 38 65 2536 =======> 0.000000061806
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 53 57 2563 =======> 0.000000064417
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 86 51 2600 =======> 0.000000060476
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 101 59 2618 =======> 0.000000060521
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 116 58 2634 =======> 0.000000063055
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 131 68 2651 =======> 0.000000064760
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 150 55 2675 =======> 0.000000064798
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/generateApiListDoc.spec.js nan 169 40 2695 =======> 0.000000081329
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js testPackage 13 17 8225 =======> 0.010747125372
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 18 21 8236 =======> 0.000013486073
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 22 29 8246 =======> 0.000018163686
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 26 34 8252 =======> 0.000074334166
Total edge above 0.9 ===>  4


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js getBindingInfo 27 24 2870
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js matchUpDirectiveDecorators 15 17 2842 =======> 0.000576749444
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 19 14 2851 =======> 0.001422252622
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 20 19 2855 =======> 0.045684061944
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js getBindingInfo 34 0 2871 =======> 0.584491610527
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 39 30 2879 =======> 0.012285189703
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 46 20 2888 =======> 0.513030886650
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 49 34 2893 =======> 0.551718354225
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 65 35 2908 =======> 0.694832980633
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js stripQuotes 68 0 2911 =======> 0.971193730831
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js parseBinding 72 0 2920 =======> 0.156774565578
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js createBindingInfo 80 0 2933 =======> 0.829469859600
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js testPackage 8 29 2959
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js matchUpDirectiveDecorators 15 17 2842 =======> 0.937307000160
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 19 14 2851 =======> 0.922634840012
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 20 19 2855 =======> 0.000077773446
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js getBindingInfo 34 0 2871 =======> 0.000794842141
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 39 30 2879 =======> 0.000361282873
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 46 20 2888 =======> 0.000008013018
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 49 34 2893 =======> 0.000002996618
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 65 35 2908 =======> 0.000031447882
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js stripQuotes 68 0 2911 =======> 0.000463303033
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js parseBinding 72 0 2920 =======> 0.002307322808
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js createBindingInfo 80 0 2933 =======> 0.001372690313
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js nan 5 49 2951 =======> 0.000000367154
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js nan 7 44 2954 =======> 0.000067936351
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js nan 17 92 2983 =======> 0.000104641214
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js nan 27 84 3001 =======> 0.000316298188
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js nan 37 68 3014 =======> 0.000102208687
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js nan 61 71 3038 =======> 0.000165340956
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js nan 93 68 3076 =======> 0.000155839050
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js nan 116 85 3113 =======> 0.000159221177
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js testPackage 13 17 8225 =======> 0.971835732460
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 18 21 8236 =======> 0.065791882575
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 22 29 8246 =======> 0.094068028033
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 26 34 8252 =======> 0.210344508290
Total edge above 0.9 ===>  5


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.spec.js processorFactory 32 4 3007
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js matchUpDirectiveDecorators 15 17 2842 =======> 0.937115252018
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 19 14 2851 =======> 0.942735254765
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 20 19 2855 =======> 0.000137731695
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js getBindingInfo 34 0 2871 =======> 0.001485242858
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 39 30 2879 =======> 0.000649638125
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 46 20 2888 =======> 0.000013703515
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 49 34 2893 =======> 0.000005082772
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js nan 65 35 2908 =======> 0.000059989154
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js stripQuotes 68 0 2911 =======> 0.001184192486
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js parseBinding 72 0 2920 =======> 0.004253060091
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/matchUpDirectiveDecorators.js createBindingInfo 80 0 2933 =======> 0.002793636639
