Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/index.js renamed 45 37 5574
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testAmbiguity 421 4 5995 =======> 0.000204148440
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js blockHeader 447 0 6029 =======> 0.196262419224
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dropEndingNewline 459 0 6044 =======> 0.002121376805
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldString 465 0 6049 =======> 0.014443242922
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 473 16 6055 =======> 0.001959892223
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldLine 502 0 6082 =======> 0.002327624010
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js escapeString 542 0 6104 =======> 0.008579022251
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowSequence 562 0 6120 =======> 0.000887148781
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockSequence 590 0 6140 =======> 0.011226126924
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowMapping 627 0 6158 =======> 0.000442257064
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockMapping 673 0 6183 =======> 0.000248104916
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js detectType 751 0 6219 =======> 0.091026060283
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeNode 797 0 6252 =======> 0.433397322893
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js getDuplicateReferences 904 0 6312 =======> 0.014196703210
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js inspectNode 918 0 6327 =======> 0.140935897827
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dump 947 0 6349 =======> 0.029225300997
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js formatError 6 0 6368 =======> 0.147175639868
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js YAMLException 25 0 6388 =======> 0.955662786961
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js toString 50 35 6405 =======> 0.001385238371
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isNsCharOrWhitespace 225 30 5851
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNothing 4 0 5580 =======> 0.512031912804
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isObject 9 0 5585 =======> 0.138206541538
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js toArray 14 0 5589 =======> 0.002203496872
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js extend 22 0 5603 =======> 0.171658813953
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js repeat 38 0 5619 =======> 0.504496514797
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNegativeZero 49 0 5628 =======> 0.881381630898
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js compileStyleMap 63 0 5713 =======> 0.385040849447
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js encodeHex 90 0 5744 =======> 0.732967555523
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js State 115 0 5764 =======> 0.365921109915
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js indentString 142 0 5798 =======> 0.406742721796
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js generateNextLine 168 0 5817 =======> 0.572879433632
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testImplicitResolving 172 0 5823 =======> 0.166047543287
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isWhitespace 187 0 5834 =======> 0.826685130596
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPrintable 195 0 5838 =======> 0.975880384445
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isNsCharOrWhitespace 207 0 5841 =======> 0.954845964909
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafe 224 0 5845 =======> 0.652768611908
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafeFirst 247 0 5863 =======> 0.061812318861
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafeLast 280 0 5869 =======> 0.063710056245
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js codePointAt 286 0 5874 =======> 0.966585516930
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js needIndentIndicator 299 0 5887 =======> 0.835651218891
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js chooseScalarStyle 317 0 5900 =======> 0.499995112419
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeScalar 395 0 5967 =======> 0.633830606937
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 396 16 5972 =======> 0.676110029221
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testAmbiguity 421 4 5995 =======> 0.044655993581
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js blockHeader 447 0 6029 =======> 0.686786949635
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dropEndingNewline 459 0 6044 =======> 0.424571067095
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldString 465 0 6049 =======> 0.178608268499
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 473 16 6055 =======> 0.370767533779
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldLine 502 0 6082 =======> 0.048547573388
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js escapeString 542 0 6104 =======> 0.548834025860
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowSequence 562 0 6120 =======> 0.031556475908
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockSequence 590 0 6140 =======> 0.028664702550
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowMapping 627 0 6158 =======> 0.014098718762
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockMapping 673 0 6183 =======> 0.003615790047
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js detectType 751 0 6219 =======> 0.066769838333
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeNode 797 0 6252 =======> 0.340762645006
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js getDuplicateReferences 904 0 6312 =======> 0.200797274709
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js inspectNode 918 0 6327 =======> 0.179886460304
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dump 947 0 6349 =======> 0.891490876675
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js formatError 6 0 6368 =======> 0.872747480869
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js YAMLException 25 0 6388 =======> 0.948642015457
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js toString 50 35 6405 =======> 0.131433978677
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isWhitespace 226 44 5855
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNothing 4 0 5580 =======> 0.814618706703
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isObject 9 0 5585 =======> 0.135894790292
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js toArray 14 0 5589 =======> 0.000050101520
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js extend 22 0 5603 =======> 0.000891863601
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js repeat 38 0 5619 =======> 0.987236618996
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNegativeZero 49 0 5628 =======> 0.483118891716
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js compileStyleMap 63 0 5713 =======> 0.047904629260
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js encodeHex 90 0 5744 =======> 0.029429199174
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js State 115 0 5764 =======> 0.009310755879
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js indentString 142 0 5798 =======> 0.046763394028
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js generateNextLine 168 0 5817 =======> 0.351355463266
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testImplicitResolving 172 0 5823 =======> 0.011309860274
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isWhitespace 187 0 5834 =======> 0.983728051186
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPrintable 195 0 5838 =======> 0.949094176292
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isNsCharOrWhitespace 207 0 5841 =======> 0.042249381542
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafe 224 0 5845 =======> 0.039863754064
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafeFirst 247 0 5863 =======> 0.000572356395
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafeLast 280 0 5869 =======> 0.000694099406
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js codePointAt 286 0 5874 =======> 0.954858541489
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js needIndentIndicator 299 0 5887 =======> 0.127870082855
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js chooseScalarStyle 317 0 5900 =======> 0.004512375221
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeScalar 395 0 5967 =======> 0.013175631873
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 396 16 5972 =======> 0.264039129019
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testAmbiguity 421 4 5995 =======> 0.000162756260
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js blockHeader 447 0 6029 =======> 0.464039176702
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dropEndingNewline 459 0 6044 =======> 0.009129518643
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldString 465 0 6049 =======> 0.058732837439
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 473 16 6055 =======> 0.004015299957
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldLine 502 0 6082 =======> 0.010297389701
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js escapeString 542 0 6104 =======> 0.012596058659
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowSequence 562 0 6120 =======> 0.003894652240
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockSequence 590 0 6140 =======> 0.043131664395
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowMapping 627 0 6158 =======> 0.001976793632
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockMapping 673 0 6183 =======> 0.000956395932
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js detectType 751 0 6219 =======> 0.355244427919
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeNode 797 0 6252 =======> 0.814378440380
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js getDuplicateReferences 904 0 6312 =======> 0.058055434376
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js inspectNode 918 0 6327 =======> 0.386470794678
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dump 947 0 6349 =======> 0.050907727331
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js formatError 6 0 6368 =======> 0.157722622156
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js YAMLException 25 0 6388 =======> 0.979452013969
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js toString 50 35 6405 =======> 0.001240369980
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isNsCharOrWhitespace 242 8 5860
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNothing 4 0 5580 =======> 0.853479385376
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isObject 9 0 5585 =======> 0.448589801788
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js toArray 14 0 5589 =======> 0.002066711895
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js extend 22 0 5603 =======> 0.095685988665
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js repeat 38 0 5619 =======> 0.867458462715
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNegativeZero 49 0 5628 =======> 0.863826572895
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js compileStyleMap 63 0 5713 =======> 0.696972668171
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js encodeHex 90 0 5744 =======> 0.813226938248
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js State 115 0 5764 =======> 0.597993552685
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js indentString 142 0 5798 =======> 0.725107371807
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js generateNextLine 168 0 5817 =======> 0.856301605701
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testImplicitResolving 172 0 5823 =======> 0.382073819637
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isWhitespace 187 0 5834 =======> 0.959335923195
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPrintable 195 0 5838 =======> 0.989308714867
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isNsCharOrWhitespace 207 0 5841 =======> 0.916613936424
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafe 224 0 5845 =======> 0.830868244171
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafeFirst 247 0 5863 =======> 0.059095818549
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafeLast 280 0 5869 =======> 0.050373680890
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js codePointAt 286 0 5874 =======> 0.992246508598
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js needIndentIndicator 299 0 5887 =======> 0.927312016487
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js chooseScalarStyle 317 0 5900 =======> 0.412717431784
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeScalar 395 0 5967 =======> 0.654558658600
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 396 16 5972 =======> 0.889137029648
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testAmbiguity 421 4 5995 =======> 0.030512046069
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js blockHeader 447 0 6029 =======> 0.922793269157
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dropEndingNewline 459 0 6044 =======> 0.512175440788
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldString 465 0 6049 =======> 0.556419014931
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 473 16 6055 =======> 0.416025012732
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldLine 502 0 6082 =======> 0.210953220725
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js escapeString 542 0 6104 =======> 0.583627879620
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowSequence 562 0 6120 =======> 0.123899929225
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockSequence 590 0 6140 =======> 0.133377969265
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowMapping 627 0 6158 =======> 0.057165216655
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockMapping 673 0 6183 =======> 0.015592126176
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js detectType 751 0 6219 =======> 0.274130910635
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeNode 797 0 6252 =======> 0.727056145668
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js getDuplicateReferences 904 0 6312 =======> 0.517338871956
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js inspectNode 918 0 6327 =======> 0.532845556736
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dump 947 0 6349 =======> 0.927966892719
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js formatError 6 0 6368 =======> 0.905692398548
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js YAMLException 25 0 6388 =======> 0.981920540333
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js toString 50 35 6405 =======> 0.077157564461
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isWhitespace 242 39 5862
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNothing 4 0 5580 =======> 0.969371795654
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isObject 9 0 5585 =======> 0.578973293304
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js toArray 14 0 5589 =======> 0.000175834080
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js extend 22 0 5603 =======> 0.003936100751
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js repeat 38 0 5619 =======> 0.994271755219
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNegativeZero 49 0 5628 =======> 0.796899557114
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js compileStyleMap 63 0 5713 =======> 0.243975564837
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js encodeHex 90 0 5744 =======> 0.142146930099
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js State 115 0 5764 =======> 0.075043588877
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js indentString 142 0 5798 =======> 0.306725144386
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js generateNextLine 168 0 5817 =======> 0.799732387066
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testImplicitResolving 172 0 5823 =======> 0.107111446559
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isWhitespace 187 0 5834 =======> 0.996698558331
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPrintable 195 0 5838 =======> 0.989933133125
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isNsCharOrWhitespace 207 0 5841 =======> 0.154655337334
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafe 224 0 5845 =======> 0.172910720110
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafeFirst 247 0 5863 =======> 0.003490654984
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPlainSafeLast 280 0 5869 =======> 0.003312219633
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js codePointAt 286 0 5874 =======> 0.991043448448
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js needIndentIndicator 299 0 5887 =======> 0.398472487926
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js chooseScalarStyle 317 0 5900 =======> 0.022513108328
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeScalar 395 0 5967 =======> 0.068549916148
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 396 16 5972 =======> 0.706134736538
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js testAmbiguity 421 4 5995 =======> 0.000488150661
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js blockHeader 447 0 6029 =======> 0.805711865425
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dropEndingNewline 459 0 6044 =======> 0.047936737537
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldString 465 0 6049 =======> 0.432128667831
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js nan 473 16 6055 =======> 0.038833230734
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js foldLine 502 0 6082 =======> 0.107206143439
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js escapeString 542 0 6104 =======> 0.051127027720
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowSequence 562 0 6120 =======> 0.038328185678
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockSequence 590 0 6140 =======> 0.331418335438
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeFlowMapping 627 0 6158 =======> 0.024729738012
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeBlockMapping 673 0 6183 =======> 0.010916827247
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js detectType 751 0 6219 =======> 0.854597508907
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js writeNode 797 0 6252 =======> 0.974088072777
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js getDuplicateReferences 904 0 6312 =======> 0.335906714201
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js inspectNode 918 0 6327 =======> 0.842400252819
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js dump 947 0 6349 =======> 0.253328740597
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js formatError 6 0 6368 =======> 0.426859587431
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js YAMLException 25 0 6388 =======> 0.993074893951
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/exception.js toString 50 35 6405 =======> 0.003451997414
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/dumper.js isPrintable 251 9 5866
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isNothing 4 0 5580 =======> 0.609754443169
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js isObject 9 0 5585 =======> 0.139704689384
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/js-yaml/lib/common.js toArray 14 0 5589 =======> 0.000051141546
